Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
裴金佳,Pei Jinjia,Minister of Veteran Affairs,State Council,蔡奇,Cai Qi,福建,province/municipality,1,15,17,17,1983,1999,23,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia; party_center; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,31.25,matched_title,20,usable,,"福建 1983-1984: 1982-1984 福建省集美财经学校财会专业学习 ↔ 蔡奇 1983-1987 福建省委办公厅综合处干部、副处长
福建 1984-1987: 1984-1990 福建省厦门市财政局干部，先后兼任团总支副书记、书记 （其间：1985.09-1988.06 参加厦门大学自学考试财经专业学习） ↔ 蔡奇 1983-1987 福建省委办公厅综合处干部、副处长
福建 1987-1990: 1984-1990 福建省厦门市财政局干部，先后兼任团总支副书记、书记 （其间：1985.09-1988.06 参加厦门大学自学考试财经专业学习） ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书
福建 1990-1991: 1990-1992 福建省厦门市开元区财政局副局长 ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书
福建 1991-1992: 1990-1992 福建省厦门市开元区财政局副局长 ↔ 蔡奇 1991-1992 福建省委政改办副主任"
裴金佳,Pei Jinjia,Minister of Veteran Affairs,State Council,习近平,Xi Jinping,福建,province/municipality,1,16,18,18,1985,2002,20,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,33.0,matched_title,20,usable,,"福建 1985-1988: 1984-1990 福建省厦门市财政局干部，先后兼任团总支副书记、书记 （其间：1985.09-1988.06 参加厦门大学自学考试财经专业学习） ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
福建 1988-1990: 1984-1990 福建省厦门市财政局干部，先后兼任团总支副书记、书记 （其间：1985.09-1988.06 参加厦门大学自学考试财经专业学习） ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记
福建 1990-1990: 1984-1990 福建省厦门市财政局干部，先后兼任团总支副书记、书记 （其间：1985.09-1988.06 参加厦门大学自学考试财经专业学习） ↔ 习近平 1990-1993 福建省福州市委书记、市人大常委会主任，福州军分区党委第一书记
福建 1990-1990: 1990-1992 福建省厦门市开元区财政局副局长 ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记
福建 1990-1992: 1990-1992 福建省厦门市开元区财政局副局长 ↔ 习近平 1990-1993 福建省福州市委书记、市人大常委会主任，福州军分区党委第一书记"
许勤,Xu Qin,Party Secretary of Heilongjiang,Provincial committee,蔡奇,Cai Qi,北京,province/municipality,1,6,5,5,2017,2021,1,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,11.0,matched_title,18,usable,,"北京 2017-2017: 2017-2017 河北省委副书记，省政府省长候选人，北京2022年冬奥会和冬残奥会组织委员会党组副书记 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2017 河北省委副书记，省政府省长候选人，北京2022年冬奥会和冬残奥会组织委员会党组副书记 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2017 河北省委副书记，省政府省长候选人，北京2022年冬奥会和冬残奥会组织委员会党组副书记 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2021 河北省委副书记，省政府省长、党组书记，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2021 河北省委副书记，省政府省长、党组书记，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
许勤,Xu Qin,Party Secretary of Heilongjiang,Provincial committee,李希,Li Xi,广东,province/municipality,1,1,1,1,2017,2017,5,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,18,usable,,广东 2017-2017: 2016-2017 广东省委常委、深圳市委书记、市长 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
许昆林,Xu Kunlin,Governor of Jiangsu,Provincial committee,蔡奇,Cai Qi,福建,province/municipality,1,2,2,2,1986,1987,35,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,,Medium,same province/municipality with limited overlapping years,,,4.5,matched_title,23,usable,,"福建 1986-1987: 1986-1988 国家物价局检查司副主任科员（1986.09-1987.07参加中央机关讲师团赴福建支教） ↔ 蔡奇 1983-1987 福建省委办公厅综合处干部、副处长
福建 1987-1987: 1986-1988 国家物价局检查司副主任科员（1986.09-1987.07参加中央机关讲师团赴福建支教） ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书"
许昆林,Xu Kunlin,Governor of Jiangsu,Provincial committee,李强,Li Qiang,上海,province/municipality,1,1,4,4,2017,2020,2,recent before 20th Congress,2,local/department leadership,5,national leadership,PBSC member clearly senior at overlap,,Medium,same province/municipality with limited overlapping years,,,7.25,matched_title,23,usable,,上海 2017-2020: 2017-2020 上海市人民政府副市长，上海虹桥商务区管理委员会主任（2019.04 ） ↔ 李强 2017-2022 中央政治局委员，上海市委书记
许昆林,Xu Kunlin,Governor of Jiangsu,Provincial committee,习近平,Xi Jinping,福建,province/municipality,1,1,2,2,1986,1987,35,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,,Medium,same province/municipality with limited overlapping years,,,4.25,matched_title,23,usable,,福建 1986-1987: 1986-1988 国家物价局检查司副主任科员（1986.09-1987.07参加中央机关讲师团赴福建支教） ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
赵一德,Zhao Yide,Secretary of the Shaanxi Provincial Party Committee,Provincial committee,蔡奇,Cai Qi,浙江,province/municipality,1,17,16,16,1999,2014,8,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,30.25,matched_title,23,usable,,"浙江 1999-1999: 1996-1999 共青团浙江省委组织部部长（1995.08-1997.12在中央党校函授学院本科班经济管理专业学习；1998.09-1999.01在浙江省委党校中青年干部培训班学习） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 1999-2000: 1999-2000 共青团浙江省委党组成员、组织部部长（1997.09-1999.12在 浙江省委党校 研究生班哲学专业学习） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2000-2002: 2000-2003 共青团浙江省委副书记 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2002-2003: 2000-2003 共青团浙江省委副书记 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2003-2004: 2003-2006 共青团浙江省委书记 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任"
赵一德,Zhao Yide,Secretary of the Shaanxi Provincial Party Committee,Provincial committee,李强,Li Qiang,浙江,province/municipality,1,47,35,35,1982,2016,6,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,66.25,matched_title,23,usable,,"浙江 1982-1983: 1980-1983 浙江省台州农校农学专业学习 ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人
浙江 1983-1983: 1980-1983 浙江省台州农校农学专业学习 ↔ 李强 1983-1984 共青团浙江省瑞安县委干部
浙江 1983-1983: 1983-1987 浙江省温岭县温西区公所干事（其间：1985.09-1987.07在 浙江广播电视大学 党政管理干部基础专修科电大班学习） ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人
浙江 1983-1984: 1983-1987 浙江省温岭县温西区公所干事（其间：1985.09-1987.07在 浙江广播电视大学 党政管理干部基础专修科电大班学习） ↔ 李强 1983-1984 共青团浙江省瑞安县委干部
浙江 1984-1984: 1983-1987 浙江省温岭县温西区公所干事（其间：1985.09-1987.07在 浙江广播电视大学 党政管理干部基础专修科电大班学习） ↔ 李强 1984-1984 共青团浙江省瑞安县委书记"
赵一德,Zhao Yide,Secretary of the Shaanxi Provincial Party Committee,Provincial committee,习近平,Xi Jinping,浙江,province/municipality,1,7,6,6,2002,2007,15,older overlap,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.75,matched_title,23,usable,,"浙江 2002-2002: 2000-2003 共青团浙江省委副书记 ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2003: 2000-2003 共青团浙江省委副书记 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2003: 2000-2003 共青团浙江省委副书记 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记
浙江 2003-2003: 2003-2006 共青团浙江省委书记 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2006: 2003-2006 共青团浙江省委书记 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记"
邹加怡（女）,Zou Jiayi (Nv),Next President of the Asian Infrastructure Investment Bank; Former vice minister of the Ministry of Finance,International Institution,李希,Li Xi,甘肃,province/municipality,1,2,2,2,1989,1990,32,older overlap,1,education/early career,3,vice-ministerial/provincial deputy,PBSC member clearly senior at overlap,,Medium,same province/municipality with limited overlapping years,,,4.5,matched_title,27,usable,,"甘肃 1989-1990: 1988-1990 财政部世界银行业务司科员（其间：1989.01-1990.01甘肃省引大入秦工程建设指挥部锻炼） ↔ 李希 1987-1990 甘肃省委组织部干部调配处副处长
甘肃 1990-1990: 1988-1990 财政部世界银行业务司科员（其间：1989.01-1990.01甘肃省引大入秦工程建设指挥部锻炼） ↔ 李希 1990-1995 甘肃省委组织部正处级组织员、省委知识分子工作办公室副主任、省委组织部党政干部处处长"
郑新聪,Zheng Xincong,Deputy Director of the Central Hong Kong and Macao Work Office; Deputy Director of the Central Hong Kong and Macao Affairs Office of the State Council; Director of the Liason Office of the Central Government in Macao; Advisor of Macao National Security Affairs,Municipal Committee,蔡奇,Cai Qi,福建,province/municipality,1,5,3,1,1991,1998,24,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,7.75,matched_title,23,usable,,"福建 1991-1991: 1991-1991 01月，历任福建省三明第二水泥厂厂长、三明新型建材总厂厂长、三明市建材总公司副总经理； ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书
福建 1991-1991: 1991-1991 01月，历任福建省三明第二水泥厂厂长、三明新型建材总厂厂长、三明市建材总公司副总经理； ↔ 蔡奇 1991-1992 福建省委政改办副主任
福建 1996-1996: 1996-1996 12月，任福建省三明建材工业公司经理、党委书记； ↔ 蔡奇 1993-1996 福建省委办公厅副主任、厅务会议成员 （其间：1994-1996年 挂职任福建省三明市委副书记；1996.03-1996.07 中央党校地厅级干部培训班学习）
福建 1996-1996: 1996-1996 12月，任福建省三明建材工业公司经理、党委书记； ↔ 蔡奇 1996-1997 福建省三明市委副书记 （1994-1997年 福建师范大学经济法律学院硕士研究生班学习）
福建 1998-1998: 1998-1998 09月，任福建省大田县委副书记（正处级）、副县长； ↔ 蔡奇 1997-1999 福建省三明市委副书记、副市长、市长"
